user_id,product_id,action,timestamp,category
1,95,view,2026-04-21 21:38:59.295883,Audio
1,95,view,2026-04-21 21:38:59.295907,Audio
1,70,view,2026-04-21 21:38:59.295916,Monitor
1,5,view,2026-04-21 21:38:59.295923,Monitor
1,36,click,2026-04-21 21:39:00.295883,Laptop
1,14,click,2026-04-21 21:39:00.295907,Laptop
1,12,purchase,2026-04-21 21:39:00.295916,Storage
1,4,wishlist,2026-04-21 21:39:00.295923,Accessories
1,32,add_to_cart,2026-04-21 21:39:01.295883,Audio
1,87,remove_from_cart,2026-04-21 21:39:01.295907,Accessories
1,76,review,2026-04-21 21:39:01.295916,Accessories
1,12,purchase,2026-04-21 21:39:01.295923,Storage
1,29,purchase,2026-04-21 21:39:02.295883,Laptop
2,65,view,2026-04-21 21:38:59.295931,Laptop
2,26,view,2026-04-21 21:38:59.295938,Laptop
2,70,view,2026-04-21 21:38:59.295945,Monitor
2,76,view,2026-04-21 21:38:59.295952,Accessories
2,90,view,2026-04-21 21:38:59.295958,Accessories
2,20,search,2026-04-21 21:38:59.295965,Audio
2,78,click,2026-04-21 21:39:00.295931,Laptop
2,92,click,2026-04-21 21:39:00.295938,Monitor
2,54,purchase,2026-04-21 21:39:00.295945,Audio
2,36,wishlist,2026-04-21 21:39:00.295952,Laptop
2,55,click,2026-04-21 21:39:00.295958,Monitor
2,28,view,2026-04-21 21:39:00.295965,Audio
2,4,remove_from_cart,2026-04-21 21:39:01.295931,Accessories
2,84,add_to_cart,2026-04-21 21:39:01.295938,Laptop
2,29,review,2026-04-21 21:39:01.295945,Laptop
2,1,purchase,2026-04-21 21:39:01.295952,Storage
2,44,remove_from_cart,2026-04-21 21:39:01.295958,Laptop
2,98,click,2026-04-21 21:39:01.295965,Accessories
3,12,view,2026-04-21 21:38:59.295973,Storage
3,78,search,2026-04-21 21:38:59.295980,Laptop
3,59,view,2026-04-21 21:38:59.295987,Accessories
3,11,view,2026-04-21 21:38:59.295993,Audio
3,80,view,2026-04-21 21:38:59.295999,Accessories
3,91,view,2026-04-21 21:38:59.296006,Laptop
3,30,view,2026-04-21 21:38:59.296012,Monitor
3,30,view,2026-04-21 21:38:59.296018,Monitor
3,49,click,2026-04-21 21:39:00.295973,Laptop
3,34,view,2026-04-21 21:39:00.295980,Audio
3,69,purchase,2026-04-21 21:39:00.295987,Accessories
3,71,wishlist,2026-04-21 21:39:00.295993,Monitor
3,47,purchase,2026-04-21 21:39:00.295999,Storage
3,9,click,2026-04-21 21:39:00.296006,Monitor
3,99,purchase,2026-04-21 21:39:00.296012,Monitor
3,13,click,2026-04-21 21:39:00.296018,Laptop
3,13,add_to_cart,2026-04-21 21:39:01.295973,Laptop
3,6,click,2026-04-21 21:39:01.295980,Storage
3,16,review,2026-04-21 21:39:01.295987,Audio
3,38,purchase,2026-04-21 21:39:01.295993,Audio
3,74,review,2026-04-21 21:39:01.295999,Monitor
3,6,remove_from_cart,2026-04-21 21:39:01.296006,Storage
3,38,review,2026-04-21 21:39:01.296012,Audio
3,49,add_to_cart,2026-04-21 21:39:01.296018,Laptop
3,46,purchase,2026-04-21 21:39:02.295973,Monitor
3,36,purchase,2026-04-21 21:39:02.296018,Laptop
4,47,view,2026-04-21 21:38:59.296028,Storage
4,27,search,2026-04-21 21:38:59.296035,Accessories
4,88,view,2026-04-21 21:38:59.296041,Storage
4,82,view,2026-04-21 21:38:59.296048,Monitor
4,32,view,2026-04-21 21:38:59.296054,Audio
4,35,view,2026-04-21 21:38:59.296060,Accessories
4,29,view,2026-04-21 21:38:59.296066,Laptop
4,30,view,2026-04-21 21:38:59.296073,Monitor
4,9,search,2026-04-21 21:38:59.296082,Monitor
4,41,view,2026-04-21 21:38:59.296089,Storage
4,21,purchase,2026-04-21 21:39:00.296028,Audio
4,86,view,2026-04-21 21:39:00.296035,Accessories
4,83,purchase,2026-04-21 21:39:00.296041,Storage
4,22,click,2026-04-21 21:39:00.296048,Accessories
4,21,purchase,2026-04-21 21:39:00.296054,Audio
4,82,wishlist,2026-04-21 21:39:00.296060,Monitor
4,88,click,2026-04-21 21:39:00.296066,Storage
4,5,click,2026-04-21 21:39:00.296073,Monitor
4,28,view,2026-04-21 21:39:00.296082,Audio
4,28,purchase,2026-04-21 21:39:00.296089,Audio
4,48,review,2026-04-21 21:39:01.296028,Monitor
4,35,click,2026-04-21 21:39:01.296035,Accessories
4,10,review,2026-04-21 21:39:01.296041,Laptop
4,69,add_to_cart,2026-04-21 21:39:01.296048,Accessories
4,60,review,2026-04-21 21:39:01.296054,Audio
4,89,purchase,2026-04-21 21:39:01.296060,Monitor
4,42,add_to_cart,2026-04-21 21:39:01.296066,Monitor
4,41,add_to_cart,2026-04-21 21:39:01.296073,Storage
4,73,click,2026-04-21 21:39:01.296082,Storage
4,84,review,2026-04-21 21:39:01.296089,Laptop
4,52,purchase,2026-04-21 21:39:02.296073,Accessories
5,83,view,2026-04-21 21:38:59.296096,Storage
5,18,search,2026-04-21 21:38:59.296103,Audio
5,69,view,2026-04-21 21:38:59.296110,Accessories
5,55,view,2026-04-21 21:38:59.296116,Monitor
5,29,search,2026-04-21 21:38:59.296131,Laptop
5,12,view,2026-04-21 21:38:59.296137,Storage
5,20,view,2026-04-21 21:38:59.296142,Audio
5,77,view,2026-04-21 21:38:59.296150,Monitor
5,77,view,2026-04-21 21:38:59.296158,Monitor
5,71,search,2026-04-21 21:38:59.296164,Monitor
5,59,wishlist,2026-04-21 21:39:00.296096,Accessories
5,32,view,2026-04-21 21:39:00.296103,Audio
5,34,click,2026-04-21 21:39:00.296110,Audio
5,75,click,2026-04-21 21:39:00.296116,Storage
5,18,view,2026-04-21 21:39:00.296131,Audio
5,97,wishlist,2026-04-21 21:39:00.296137,Audio
5,81,click,2026-04-21 21:39:00.296142,Accessories
5,9,wishlist,2026-04-21 21:39:00.296150,Monitor
5,60,wishlist,2026-04-21 21:39:00.296158,Audio
5,2,view,2026-04-21 21:39:00.296164,Monitor
5,19,purchase,2026-04-21 21:39:01.296096,Monitor
5,96,click,2026-04-21 21:39:01.296103,Monitor
5,96,add_to_cart,2026-04-21 21:39:01.296110,Monitor
5,52,add_to_cart,2026-04-21 21:39:01.296116,Accessories
5,66,click,2026-04-21 21:39:01.296131,Audio
5,7,purchase,2026-04-21 21:39:01.296137,Audio
5,21,add_to_cart,2026-04-21 21:39:01.296142,Audio
5,50,purchase,2026-04-21 21:39:01.296150,Audio
5,68,purchase,2026-04-21 21:39:01.296158,Audio
5,88,click,2026-04-21 21:39:01.296164,Storage
5,88,purchase,2026-04-21 21:39:02.296142,Storage
6,69,view,2026-04-21 21:38:59.296171,Accessories
6,44,view,2026-04-21 21:38:59.296177,Laptop
6,21,view,2026-04-21 21:38:59.296183,Audio
6,93,view,2026-04-21 21:38:59.296189,Storage
6,97,purchase,2026-04-21 21:39:00.296171,Audio
6,15,purchase,2026-04-21 21:39:00.296177,Laptop
6,59,wishlist,2026-04-21 21:39:00.296183,Accessories
6,34,purchase,2026-04-21 21:39:00.296189,Audio
6,35,review,2026-04-21 21:39:01.296171,Accessories
6,38,review,2026-04-21 21:39:01.296177,Audio
6,1,purchase,2026-04-21 21:39:01.296183,Storage
6,65,review,2026-04-21 21:39:01.296189,Laptop
7,14,view,2026-04-21 21:38:59.296198,Laptop
7,65,view,2026-04-21 21:38:59.296206,Laptop
7,48,view,2026-04-21 21:38:59.296211,Monitor
7,100,view,2026-04-21 21:38:59.296217,Storage
7,42,view,2026-04-21 21:38:59.296222,Monitor
7,81,click,2026-04-21 21:39:00.296198,Accessories
7,78,purchase,2026-04-21 21:39:00.296206,Laptop
7,98,click,2026-04-21 21:39:00.296211,Accessories
7,68,click,2026-04-21 21:39:00.296217,Audio
7,63,click,2026-04-21 21:39:00.296222,Monitor
7,39,add_to_cart,2026-04-21 21:39:01.296198,Storage
7,26,review,2026-04-21 21:39:01.296206,Laptop
7,21,remove_from_cart,2026-04-21 21:39:01.296211,Audio
7,1,add_to_cart,2026-04-21 21:39:01.296217,Storage
7,3,add_to_cart,2026-04-21 21:39:01.296222,Accessories
8,40,search,2026-04-21 21:38:59.296229,Audio
8,73,view,2026-04-21 21:38:59.296236,Storage
8,63,view,2026-04-21 21:38:59.296242,Monitor
8,99,view,2026-04-21 21:38:59.296248,Monitor
8,31,view,2026-04-21 21:39:00.296229,Accessories
8,11,click,2026-04-21 21:39:00.296236,Audio
8,9,purchase,2026-04-21 21:39:00.296242,Monitor
8,17,click,2026-04-21 21:39:00.296248,Accessories
8,8,click,2026-04-21 21:39:01.296229,Monitor
8,11,remove_from_cart,2026-04-21 21:39:01.296236,Audio
8,98,review,2026-04-21 21:39:01.296242,Accessories
8,17,add_to_cart,2026-04-21 21:39:01.296248,Accessories
9,22,view,2026-04-21 21:38:59.296254,Accessories
9,55,view,2026-04-21 21:38:59.296260,Monitor
9,89,view,2026-04-21 21:38:59.296267,Monitor
9,52,search,2026-04-21 21:38:59.296273,Accessories
9,57,search,2026-04-21 21:38:59.296279,Audio
9,32,view,2026-04-21 21:38:59.296285,Audio
9,76,view,2026-04-21 21:38:59.296294,Accessories
9,1,view,2026-04-21 21:38:59.296301,Storage
9,8,view,2026-04-21 21:38:59.296307,Monitor
9,43,view,2026-04-21 21:38:59.296312,Accessories
9,34,click,2026-04-21 21:39:00.296254,Audio
9,28,click,2026-04-21 21:39:00.296260,Audio
9,26,purchase,2026-04-21 21:39:00.296267,Laptop
9,86,view,2026-04-21 21:39:00.296273,Accessories
9,67,view,2026-04-21 21:39:00.296279,Monitor
9,29,click,2026-04-21 21:39:00.296285,Laptop
9,71,click,2026-04-21 21:39:00.296294,Monitor
9,10,click,2026-04-21 21:39:00.296301,Laptop
9,30,purchase,2026-04-21 21:39:00.296307,Monitor
9,10,click,2026-04-21 21:39:00.296312,Laptop
9,68,add_to_cart,2026-04-21 21:39:01.296254,Audio
9,70,add_to_cart,2026-04-21 21:39:01.296260,Monitor
9,92,review,2026-04-21 21:39:01.296267,Monitor
9,84,click,2026-04-21 21:39:01.296273,Laptop
9,58,click,2026-04-21 21:39:01.296279,Audio
9,9,add_to_cart,2026-04-21 21:39:01.296285,Monitor
9,30,add_to_cart,2026-04-21 21:39:01.296294,Monitor
9,91,remove_from_cart,2026-04-21 21:39:01.296301,Laptop
9,9,review,2026-04-21 21:39:01.296307,Monitor
9,66,add_to_cart,2026-04-21 21:39:01.296312,Audio
9,44,purchase,2026-04-21 21:39:02.296285,Laptop
9,76,purchase,2026-04-21 21:39:02.296294,Accessories
9,31,purchase,2026-04-21 21:39:02.296312,Accessories
10,63,view,2026-04-21 21:38:59.296320,Monitor
10,93,view,2026-04-21 21:38:59.296326,Storage
10,32,view,2026-04-21 21:38:59.296334,Audio
10,13,view,2026-04-21 21:38:59.296340,Laptop
10,46,view,2026-04-21 21:38:59.296345,Monitor
10,94,view,2026-04-21 21:38:59.296351,Laptop
10,83,view,2026-04-21 21:38:59.296357,Storage
10,28,purchase,2026-04-21 21:39:00.296320,Audio
10,74,click,2026-04-21 21:39:00.296326,Monitor
10,61,wishlist,2026-04-21 21:39:00.296334,Monitor
10,13,click,2026-04-21 21:39:00.296340,Laptop
10,55,wishlist,2026-04-21 21:39:00.296345,Monitor
10,7,wishlist,2026-04-21 21:39:00.296351,Audio
10,13,purchase,2026-04-21 21:39:00.296357,Laptop
10,70,review,2026-04-21 21:39:01.296320,Monitor
10,74,remove_from_cart,2026-04-21 21:39:01.296326,Monitor
10,53,purchase,2026-04-21 21:39:01.296334,Storage
10,85,remove_from_cart,2026-04-21 21:39:01.296340,Audio
10,53,purchase,2026-04-21 21:39:01.296345,Storage
10,87,purchase,2026-04-21 21:39:01.296351,Accessories
10,8,review,2026-04-21 21:39:01.296357,Monitor
11,44,view,2026-04-21 21:38:59.296364,Laptop
11,25,view,2026-04-21 21:38:59.296369,Accessories
11,55,view,2026-04-21 21:38:59.296377,Monitor
11,32,view,2026-04-21 21:38:59.296382,Audio
11,13,view,2026-04-21 21:38:59.296388,Laptop
11,2,view,2026-04-21 21:38:59.296404,Monitor
11,22,view,2026-04-21 21:38:59.296410,Accessories
11,28,view,2026-04-21 21:38:59.296415,Audio
11,49,view,2026-04-21 21:38:59.296421,Laptop
11,14,purchase,2026-04-21 21:39:00.296364,Laptop
11,69,click,2026-04-21 21:39:00.296369,Accessories
11,24,click,2026-04-21 21:39:00.296377,Accessories
11,10,wishlist,2026-04-21 21:39:00.296382,Laptop
11,7,click,2026-04-21 21:39:00.296388,Audio
11,12,click,2026-04-21 21:39:00.296404,Storage
11,53,click,2026-04-21 21:39:00.296410,Storage
11,52,wishlist,2026-04-21 21:39:00.296415,Accessories
11,1,click,2026-04-21 21:39:00.296421,Storage
11,32,review,2026-04-21 21:39:01.296364,Audio
11,58,remove_from_cart,2026-04-21 21:39:01.296369,Audio
